,score,label,ulasan,CaseFolding,Cleaning,HapusEmoji,Spasi,Tokenizing,Normalized_Words,Stopword Removal,Stemming,dataset_join
803,5,1,AKU.PERNa.kerja.kemana.saja.keluar.dara.di.pabrik.sepatu.bata.,aku.perna.kerja.kemana.saja.keluar.dara.di.pabrik.sepatu.bata.,aku perna kerja kemana saja keluar dara di pabrik sepatu bata,aku perna kerja kemana saja keluar dara di pabrik sepatu bata,aku perna kerja kemana saja keluar dara di pabrik sepatu bata,"['aku', 'perna', 'kerja', 'kemana', 'saja', 'keluar', 'dara', 'di', 'pabrik', 'sepatu', 'bata']","['perna', 'kerja', 'kemana', 'dara', 'pabrik', 'sepatu', 'bata']","['perna', 'kerja', 'kemana', 'dara', 'pabrik', 'sepatu', 'bata']","['perna', 'kerja', 'mana', 'dara', 'pabrik', 'sepatu', 'bata']",perna kerja mana dara pabrik sepatu bata
804,5,1,Mantaaaap,mantaaaap,mantaaaap,mantaaaap,mantap,['mantaaaap'],['mantaaaap'],['mantaaaap'],['mantaaaap'],mantaaaap
805,5,1,Game nya sih udah bagus tapi kualitas nya itu lohhh tolong di perbaiki pasifnya supaya klo nendang bola gak patah patah ''fajar sadboy'',game nya sih udah bagus tapi kualitas nya itu lohhh tolong di perbaiki pasifnya supaya klo nendang bola gak patah patah ''fajar sadboy'',game nya sih udah bagus tapi kualitas nya itu lohhh tolong di perbaiki pasifnya supaya klo nendang bola gak patah patah   fajar sadboy,game nya sih udah bagus tapi kualitas nya itu lohhh tolong di perbaiki pasifnya supaya klo nendang bola gak patah patah   fajar sadboy,game nya sih udah bagus tapi kualitas nya itu loh tolong di perbaiki pasifnya supaya klo nendang bola gak patah patah fajar sadboy,"['game', 'nya', 'sih', 'udah', 'bagus', 'tapi', 'kualitas', 'nya', 'itu', 'lohhh', 'tolong', 'di', 'perbaiki', 'pasifnya', 'supaya', 'klo', 'nendang', 'bola', 'gak', 'patah', 'patah', 'fajar', 'sadboy']","['udah', 'bagus', 'kualitas', 'lohhh', 'tolong', 'perbaiki', 'pasifnya', 'nendang', 'tidak', 'patah', 'patah']","['udah', 'bagus', 'kualitas', 'lohhh', 'tolong', 'perbaiki', 'pasifnya', 'nendang', 'gak', 'patah', 'patah']","['udah', 'bagus', 'kualitas', 'lohhh', 'tolong', 'baik', 'pasif', 'nendang', 'tidak', 'patah', 'patah']",udah bagus kualitas lohhh tolong baik pasif nendang tidak patah patah
806,5,1,Ga bisa buka kenapa ya,ga bisa buka kenapa ya,ga bisa buka kenapa ya,ga bisa buka kenapa ya,ga bisa buka kenapa ya,"['ga', 'bisa', 'buka', 'kenapa', 'ya']","['tidak', 'buka']","['ga', 'buka']","['tidak', 'buka']",tidak buka
807,5,1,"Dengan ada nya aplkasi vidio ini , sya bisa nonton drma korea kesukaan sya","dengan ada nya aplkasi vidio ini , sya bisa nonton drma korea kesukaan sya",dengan ada nya aplkasi vidio ini   sya bisa nonton drma korea kesukaan sya,dengan ada nya aplkasi vidio ini   sya bisa nonton drma korea kesukaan sya,dengan ada nya aplkasi vidio ini sya bisa nonton drma korea kesukaan sya,"['dengan', 'ada', 'nya', 'aplkasi', 'vidio', 'ini', 'sya', 'bisa', 'nonton', 'drma', 'korea', 'kesukaan', 'sya']","['aplkasi', 'vidio', 'saya', 'nonton', 'drama', 'korea', 'kesukaan', 'saya']","['aplkasi', 'vidio', 'sya', 'nonton', 'drma', 'korea', 'kesukaan', 'sya']","['aplkasi', 'vidio', 'saya', 'nonton', 'drama', 'korea', 'suka', 'saya']",aplkasi vidio saya nonton drama korea suka saya
808,5,1,Bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
809,5,1,Tv sinyal tidak bagus,tv sinyal tidak bagus,tv sinyal tidak bagus,tv sinyal tidak bagus,tv sinyal tidak bagus,"['tv', 'sinyal', 'tidak', 'bagus']","['sinyal', 'bagus']","['sinyal', 'bagus']","['sinyal', 'bagus']",sinyal bagus
810,5,1,Koq sekarang pembayaran via virtual BCA dan PULSA TELKOMSEL tidak bisa ???,koq sekarang pembayaran via virtual bca dan pulsa telkomsel tidak bisa ???,koq sekarang pembayaran via virtual bca dan pulsa telkomsel tidak bisa,koq sekarang pembayaran via virtual bca dan pulsa telkomsel tidak bisa,koq sekarang pembayaran via virtual bca dan pulsa telkomsel tidak bisa,"['koq', 'sekarang', 'pembayaran', 'via', 'virtual', 'bca', 'dan', 'pulsa', 'telkomsel', 'tidak', 'bisa']","['pembayaran', 'via', 'maya', 'pulsa', 'telkomsel']","['pembayaran', 'via', 'virtual', 'pulsa', 'telkomsel']","['bayar', 'via', 'maya', 'pulsa', 'telkomsel']",bayar via maya pulsa telkomsel
811,5,1,"Assalamualaikum Wahromatullahi, Wabarokatu, Maaf Hampura Mengganggu Waktu Nya Sebentar Saja Aplikasih Ini Terhibur Aku The Best Of Vidio Sports, Movies, Series tapi ga lengkap glombang tv nya Terimakasih Banyak Developer Sekian Dan Terimakasih Banyak Sekali Lagi Assalamualaikum Wahromatullahi, Wabarokatu,","assalamualaikum wahromatullahi, wabarokatu, maaf hampura mengganggu waktu nya sebentar saja aplikasih ini terhibur aku the best of vidio sports, movies, series tapi ga lengkap glombang tv nya terimakasih banyak developer sekian dan terimakasih banyak sekali lagi assalamualaikum wahromatullahi, wabarokatu,",assalamualaikum wahromatullahi  wabarokatu  maaf hampura mengganggu waktu nya sebentar saja aplikasih ini terhibur aku the best of vidio sports  movies  series tapi ga lengkap glombang tv nya terimakasih banyak developer sekian dan terimakasih banyak sekali lagi assalamualaikum wahromatullahi  wabarokatu,assalamualaikum wahromatullahi  wabarokatu  maaf hampura mengganggu waktu nya sebentar saja aplikasih ini terhibur aku the best of vidio sports  movies  series tapi ga lengkap glombang tv nya terimakasih banyak developer sekian dan terimakasih banyak sekali lagi assalamualaikum wahromatullahi  wabarokatu,assalamualaikum wahromatullahi  wabarokatu  maaf hampura mengganggu waktu nya sebentar saja aplikasih ini terhibur aku the best of vidio sports  movies  series tapi ga lengkap glombang tv nya terimakasih banyak developer sekian dan terimakasih banyak sekali lagi assalamualaikum wahromatullahi  wabarokatu,"['assalamualaikum', 'wahromatullahi', 'wabarokatu', 'maaf', 'hampura', 'mengganggu', 'waktu', 'nya', 'sebentar', 'saja', 'aplikasih', 'ini', 'terhibur', 'aku', 'the', 'best', 'of', 'vidio', 'sports', 'movies', 'series', 'tapi', 'ga', 'lengkap', 'glombang', 'tv', 'nya', 'terimakasih', 'banyak', 'developer', 'sekian', 'dan', 'terimakasih', 'banyak', 'sekali', 'lagi', 'assalamualaikum', 'wahromatullahi', 'wabarokatu']","['maaf', 'mengganggu', 'sebentar', 'aplikasi', 'terhibur', 'terbaik', 'vidio', 'sports', 'film', 'serial', 'tidak', 'lengkap', 'terima kasih', 'sekian', 'terima kasih']","['maaf', 'mengganggu', 'sebentar', 'aplikasih', 'terhibur', 'best', 'vidio', 'sports', 'movies', 'series', 'ga', 'lengkap', 'terimakasih', 'sekian', 'terimakasih']","['maaf', 'ganggu', 'sebentar', 'aplikasi', 'hibur', 'baik', 'vidio', 'sports', 'film', 'serial', 'tidak', 'lengkap', 'terima kasih', 'sekian', 'terima kasih']",maaf ganggu sebentar aplikasi hibur baik vidio sports film serial tidak lengkap terima kasih sekian terima kasih
812,5,1,Aplikasinya bagus banget,aplikasinya bagus banget,aplikasinya bagus banget,aplikasinya bagus banget,aplikasinya bagus banget,"['aplikasinya', 'bagus', 'banget']","['aplikasinya', 'bagus']","['aplikasinya', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus
813,5,1,Oke,oke,oke,oke,oke,['oke'],['bagus'],['oke'],['bagus'],bagus
814,5,1,Inih aku suka,inih aku suka,inih aku suka,inih aku suka,inih aku suka,"['inih', 'aku', 'suka']",['suka'],['suka'],['suka'],suka
815,5,1,Bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
816,5,1,bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
817,5,1,Apk ini sangat menarik dan sangat banyak video menarik keren pokoknya kern deh ayo gass download sekarang di playstore dan v-Appstore sekarang ayo download 😁😀😃👍👌🤞.,apk ini sangat menarik dan sangat banyak video menarik keren pokoknya kern deh ayo gass download sekarang di playstore dan v-appstore sekarang ayo download 😁😀😃👍👌🤞.,apk ini sangat menarik dan sangat banyak video menarik keren pokoknya kern deh ayo gass download sekarang di playstore dan v appstore sekarang ayo download 😁😀😃👍👌🤞,apk ini sangat menarik dan sangat banyak video menarik keren pokoknya kern deh ayo gass download sekarang di playstore dan v appstore sekarang ayo download ,apk ini sangat menarik dan sangat banyak video menarik keren pokoknya kern deh ayo gass download sekarang di playstore dan v appstore sekarang ayo download ,"['apk', 'ini', 'sangat', 'menarik', 'dan', 'sangat', 'banyak', 'video', 'menarik', 'keren', 'pokoknya', 'kern', 'deh', 'ayo', 'gass', 'download', 'sekarang', 'di', 'playstore', 'dan', 'v', 'appstore', 'sekarang', 'ayo', 'download']","['aplikasi', 'menarik', 'menarik', 'keren', 'pokoknya', 'unduh', 'unduh']","['apk', 'menarik', 'menarik', 'keren', 'pokoknya', 'download', 'download']","['aplikasi', 'tarik', 'tarik', 'keren', 'pokok', 'unduh', 'unduh']",aplikasi tarik tarik keren pokok unduh unduh
818,5,1,Ok,ok,ok,ok,ok,['ok'],['bagus'],['ok'],['bagus'],bagus
819,5,1,Mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],mantap
820,5,1,Nice,nice,nice,nice,nice,['nice'],['bagus'],['nice'],['bagus'],bagus
821,5,1,Good..,good..,good,good,good,['good'],['bagus'],['good'],['bagus'],bagus
822,5,1,Seriesnya bagus bagus,seriesnya bagus bagus,seriesnya bagus bagus,seriesnya bagus bagus,seriesnya bagus bagus,"['seriesnya', 'bagus', 'bagus']","['serialnya', 'bagus', 'bagus']","['seriesnya', 'bagus', 'bagus']","['serial', 'bagus', 'bagus']",serial bagus bagus
823,5,1,"tolong perbanyak drama dan film korea, aku suka nontonnya, makasih vidio","tolong perbanyak drama dan film korea, aku suka nontonnya, makasih vidio",tolong perbanyak drama dan film korea  aku suka nontonnya  makasih vidio,tolong perbanyak drama dan film korea  aku suka nontonnya  makasih vidio,tolong perbanyak drama dan film korea  aku suka nontonnya  makasih vidio,"['tolong', 'perbanyak', 'drama', 'dan', 'film', 'korea', 'aku', 'suka', 'nontonnya', 'makasih', 'vidio']","['tolong', 'perbanyak', 'film', 'korea', 'suka', 'nontonnya', 'vidio']","['tolong', 'perbanyak', 'film', 'korea', 'suka', 'nontonnya', 'vidio']","['tolong', 'banyak', 'film', 'korea', 'suka', 'nontonnya', 'vidio']",tolong banyak film korea suka nontonnya vidio
824,5,1,Love it,love it,love it,love it,love it,"['love', 'it']",['cinta'],['love'],['cinta'],cinta
825,5,1,Guud,guud,guud,guud,guud,['guud'],['bagus'],['guud'],['bagus'],bagus
826,5,1,Secara film nya bagus2. Tambahin lagi dong. Film2 nya....,secara film nya bagus2. tambahin lagi dong. film2 nya....,secara film nya bagus   tambahin lagi dong  film  nya,secara film nya bagus   tambahin lagi dong  film  nya,secara film nya bagus tambahin lagi dong  film  nya,"['secara', 'film', 'nya', 'bagus', 'tambahin', 'lagi', 'dong', 'film', 'nya']","['film', 'bagus', 'tambahkan', 'film']","['film', 'bagus', 'tambahin', 'film']","['film', 'bagus', 'tambah', 'film']",film bagus tambah film
827,5,1,Bagus sekali,bagus sekali,bagus sekali,bagus sekali,bagus sekali,"['bagus', 'sekali']",['bagus'],['bagus'],['bagus'],bagus
828,5,1,Mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],mantap
829,5,1,Aplikasi Vidio Sekarang acaranya kenapa banyak yg kepotong potong,aplikasi vidio sekarang acaranya kenapa banyak yg kepotong potong,aplikasi vidio sekarang acaranya kenapa banyak yg kepotong potong,aplikasi vidio sekarang acaranya kenapa banyak yg kepotong potong,aplikasi vidio sekarang acaranya kenapa banyak yg kepotong potong,"['aplikasi', 'vidio', 'sekarang', 'acaranya', 'kenapa', 'banyak', 'yg', 'kepotong', 'potong']","['aplikasi', 'vidio', 'acaranya', 'potong']","['aplikasi', 'vidio', 'acaranya', 'potong']","['aplikasi', 'vidio', 'acara', 'potong']",aplikasi vidio acara potong
830,5,1,Bagus sih bsa liat bola liga 1.. Kirain aktipin paket pas streming gak pake data. Tetep aja pake data kalo streming bola huh licik...,bagus sih bsa liat bola liga 1.. kirain aktipin paket pas streming gak pake data. tetep aja pake data kalo streming bola huh licik...,bagus sih bsa liat bola liga     kirain aktipin paket pas streming gak pake data  tetep aja pake data kalo streming bola huh licik,bagus sih bsa liat bola liga     kirain aktipin paket pas streming gak pake data  tetep aja pake data kalo streming bola huh licik,bagus sih bsa liat bola liga kirain aktipin paket pas streming gak pake data  tetep aja pake data kalo streming bola huh licik,"['bagus', 'sih', 'bsa', 'liat', 'bola', 'liga', 'kirain', 'aktipin', 'paket', 'pas', 'streming', 'gak', 'pake', 'data', 'tetep', 'aja', 'pake', 'data', 'kalo', 'streming', 'bola', 'huh', 'licik']","['bagus', 'lihat', 'kirain', 'aktifkan', 'siaran langsung', 'tidak', 'tetap', 'kalo', 'siaran langsung', 'curang']","['bagus', 'liat', 'kirain', 'aktipin', 'streming', 'gak', 'tetep', 'kalo', 'streming', 'licik']","['bagus', 'lihat', 'kirain', 'aktif', 'siar langsung', 'tidak', 'tetap', 'kalo', 'siar langsung', 'curang']",bagus lihat kirain aktif siar langsung tidak tetap kalo siar langsung curang
831,5,1,Bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
832,5,1,good,good,good,good,good,['good'],['bagus'],['good'],['bagus'],bagus
833,5,1,Mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],mantap
834,5,1,Kualitas live sports tolong ditingkatkan terutama live epl.,kualitas live sports tolong ditingkatkan terutama live epl.,kualitas live sports tolong ditingkatkan terutama live epl,kualitas live sports tolong ditingkatkan terutama live epl,kualitas live sports tolong ditingkatkan terutama live epl,"['kualitas', 'live', 'sports', 'tolong', 'ditingkatkan', 'terutama', 'live', 'epl']","['kualitas', 'sports', 'tolong', 'ditingkatkan']","['kualitas', 'sports', 'tolong', 'ditingkatkan']","['kualitas', 'sports', 'tolong', 'tingkat']",kualitas sports tolong tingkat
835,5,1,"Kasian vidio banyak yang ngasih bintang 1 padahal segitu lancarnya, saya berlangganan juga tapi belum pernah ada gangguan. Pokoknya vidio mantap 👍😁👍","kasian vidio banyak yang ngasih bintang 1 padahal segitu lancarnya, saya berlangganan juga tapi belum pernah ada gangguan. pokoknya vidio mantap 👍😁👍",kasian vidio banyak yang ngasih bintang   padahal segitu lancarnya  saya berlangganan juga tapi belum pernah ada gangguan  pokoknya vidio mantap 👍😁👍,kasian vidio banyak yang ngasih bintang   padahal segitu lancarnya  saya berlangganan juga tapi belum pernah ada gangguan  pokoknya vidio mantap ,kasian vidio banyak yang ngasih bintang padahal segitu lancarnya  saya berlangganan juga tapi belum pernah ada gangguan  pokoknya vidio mantap ,"['kasian', 'vidio', 'banyak', 'yang', 'ngasih', 'bintang', 'padahal', 'segitu', 'lancarnya', 'saya', 'berlangganan', 'juga', 'tapi', 'belum', 'pernah', 'ada', 'gangguan', 'pokoknya', 'vidio', 'mantap']","['kasihan', 'vidio', 'memberi', 'bintang', 'segitu', 'lancarnya', 'berlangganan', 'gangguan', 'pokoknya', 'vidio', 'mantap']","['kasian', 'vidio', 'ngasih', 'bintang', 'segitu', 'lancarnya', 'berlangganan', 'gangguan', 'pokoknya', 'vidio', 'mantap']","['kasihan', 'vidio', 'beri', 'bintang', 'segitu', 'lancar', 'langgan', 'ganggu', 'pokok', 'vidio', 'mantap']",kasihan vidio beri bintang segitu lancar langgan ganggu pokok vidio mantap
836,5,1,Sanggat bagus dan puas nonton vidio,sanggat bagus dan puas nonton vidio,sanggat bagus dan puas nonton vidio,sanggat bagus dan puas nonton vidio,sanggat bagus dan puas nonton vidio,"['sanggat', 'bagus', 'dan', 'puas', 'nonton', 'vidio']","['sangat', 'bagus', 'puas', 'nonton', 'vidio']","['sanggat', 'bagus', 'puas', 'nonton', 'vidio']","['sangat', 'bagus', 'puas', 'nonton', 'vidio']",sangat bagus puas nonton vidio
837,5,1,Bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
838,5,1,Great,great,great,great,great,['great'],['bagus'],['great'],['bagus'],bagus
839,5,1,Suka loading...suka loading..suka loading...kesel.kesel..tolong perbaiki,suka loading...suka loading..suka loading...kesel.kesel..tolong perbaiki,suka loading   suka loading  suka loading   kesel kesel  tolong perbaiki,suka loading   suka loading  suka loading   kesel kesel  tolong perbaiki,suka loading suka loading  suka loading kesel kesel  tolong perbaiki,"['suka', 'loading', 'suka', 'loading', 'suka', 'loading', 'kesel', 'kesel', 'tolong', 'perbaiki']","['suka', 'memuat', 'suka', 'memuat', 'suka', 'memuat', 'kesal', 'kesal', 'tolong', 'perbaiki']","['suka', 'loading', 'suka', 'loading', 'suka', 'loading', 'kesel', 'kesel', 'tolong', 'perbaiki']","['suka', 'muat', 'suka', 'muat', 'suka', 'muat', 'kesal', 'kesal', 'tolong', 'baik']",suka muat suka muat suka muat kesal kesal tolong baik
840,5,1,"itu yang prostes soal loading apalah ,perasaan ngga hp lu pada kali jelek apa SC/wifi lu pada lemot ,segini mah bagus","itu yang prostes soal loading apalah ,perasaan ngga hp lu pada kali jelek apa sc/wifi lu pada lemot ,segini mah bagus",itu yang prostes soal loading apalah  perasaan ngga hp lu pada kali jelek apa sc wifi lu pada lemot  segini mah bagus,itu yang prostes soal loading apalah  perasaan ngga hp lu pada kali jelek apa sc wifi lu pada lemot  segini mah bagus,itu yang prostes soal loading apalah  perasaan ngga hp lu pada kali jelek apa sc wifi lu pada lemot  segini mah bagus,"['itu', 'yang', 'prostes', 'soal', 'loading', 'apalah', 'perasaan', 'ngga', 'hp', 'lu', 'pada', 'kali', 'jelek', 'apa', 'sc', 'wifi', 'lu', 'pada', 'lemot', 'segini', 'mah', 'bagus']","['protes', 'memuat', 'apalah', 'perasaan', 'tidak', 'jelek', 'lelet', 'segini', 'bagus']","['prostes', 'loading', 'apalah', 'perasaan', 'ngga', 'jelek', 'lemot', 'segini', 'bagus']","['protes', 'muat', 'apa', 'asa', 'tidak', 'jelek', 'lelet', 'gin', 'bagus']",protes muat apa asa tidak jelek lelet gin bagus
841,5,1,Mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],mantap
842,5,1,Ko ngk bs,ko ngk bs,ko ngk bs,ko ngk bs,ko ngk bs,"['ko', 'ngk', 'bs']",['bisa'],['bs'],['bisa'],bisa
843,5,1,Ok lah,ok lah,ok lah,ok lah,ok lah,"['ok', 'lah']",['bagus'],['ok'],['bagus'],bagus
844,5,1,Good,good,good,good,good,['good'],['bagus'],['good'],['bagus'],bagus
845,5,1,Alus,alus,alus,alus,alus,['alus'],['bagus'],['alus'],['bagus'],bagus
846,5,1,Sae bos mantep aku suka,sae bos mantep aku suka,sae bos mantep aku suka,sae bos mantep aku suka,sae bos mantep aku suka,"['sae', 'bos', 'mantep', 'aku', 'suka']","['bagus', 'mantap', 'suka']","['sae', 'mantep', 'suka']","['bagus', 'mantap', 'suka']",bagus mantap suka
847,5,1,Aku suka dengan aplikasi ini,aku suka dengan aplikasi ini,aku suka dengan aplikasi ini,aku suka dengan aplikasi ini,aku suka dengan aplikasi ini,"['aku', 'suka', 'dengan', 'aplikasi', 'ini']","['suka', 'aplikasi']","['suka', 'aplikasi']","['suka', 'aplikasi']",suka aplikasi
848,5,1,"Gokil adminya ramah banget responnya cepet lagi, pertahanin ya min","gokil adminya ramah banget responnya cepet lagi, pertahanin ya min",gokil adminya ramah banget responnya cepet lagi  pertahanin ya min,gokil adminya ramah banget responnya cepet lagi  pertahanin ya min,gokil adminya ramah banget responnya cepet lagi  pertahanin ya min,"['gokil', 'adminya', 'ramah', 'banget', 'responnya', 'cepet', 'lagi', 'pertahanin', 'ya', 'min']","['gokil', 'adminnya', 'ramah', 'tanggapannya', 'cepat', 'pertahankan']","['gokil', 'adminya', 'ramah', 'responnya', 'cepet', 'pertahanin']","['gokil', 'adminnya', 'ramah', 'tanggap', 'cepat', 'tahan']",gokil adminnya ramah tanggap cepat tahan
849,5,1,Bagus banget 👍 terimakasih yang buat aplikasi aku jadi gak telat nonton vidio bola,bagus banget 👍 terimakasih yang buat aplikasi aku jadi gak telat nonton vidio bola,bagus banget 👍 terimakasih yang buat aplikasi aku jadi gak telat nonton vidio bola,bagus banget  terimakasih yang buat aplikasi aku jadi gak telat nonton vidio bola,bagus banget  terimakasih yang buat aplikasi aku jadi gak telat nonton vidio bola,"['bagus', 'banget', 'terimakasih', 'yang', 'buat', 'aplikasi', 'aku', 'jadi', 'gak', 'telat', 'nonton', 'vidio', 'bola']","['bagus', 'terima kasih', 'aplikasi', 'tidak', 'telat', 'nonton', 'vidio']","['bagus', 'terimakasih', 'aplikasi', 'gak', 'telat', 'nonton', 'vidio']","['bagus', 'terima kasih', 'aplikasi', 'tidak', 'telat', 'nonton', 'vidio']",bagus terima kasih aplikasi tidak telat nonton vidio
850,5,1,Terimakasih atas tersedianya aplikasi ini .,terimakasih atas tersedianya aplikasi ini .,terimakasih atas tersedianya aplikasi ini,terimakasih atas tersedianya aplikasi ini,terimakasih atas tersedianya aplikasi ini,"['terimakasih', 'atas', 'tersedianya', 'aplikasi', 'ini']","['terima kasih', 'tersedianya', 'aplikasi']","['terimakasih', 'tersedianya', 'aplikasi']","['terima kasih', 'sedia', 'aplikasi']",terima kasih sedia aplikasi
851,5,1,Bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
852,5,1,Semangat,semangat,semangat,semangat,semangat,['semangat'],['semangat'],['semangat'],['semangat'],semangat
853,5,1,Bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
854,5,1,Good App 👍🏻🤝🏻,good app 👍🏻🤝🏻,good app 👍🏻🤝🏻,good app ,good app ,"['good', 'app']","['bagus', 'aplikasi']","['good', 'app']","['bagus', 'aplikasi']",bagus aplikasi
855,5,1,"bagus, paket premium habis gak bisa menonton episode nya lama sekali tayangnya. rugi waktu","bagus, paket premium habis gak bisa menonton episode nya lama sekali tayangnya. rugi waktu",bagus  paket premium habis gak bisa menonton episode nya lama sekali tayangnya  rugi waktu,bagus  paket premium habis gak bisa menonton episode nya lama sekali tayangnya  rugi waktu,bagus  paket premium habis gak bisa menonton episode nya lama sekali tayangnya  rugi waktu,"['bagus', 'paket', 'premium', 'habis', 'gak', 'bisa', 'menonton', 'episode', 'nya', 'lama', 'sekali', 'tayangnya', 'rugi', 'waktu']","['bagus', 'habis', 'tidak', 'menonton', 'episode', 'tayangnya', 'rugi']","['bagus', 'habis', 'gak', 'menonton', 'episode', 'tayangnya', 'rugi']","['bagus', 'habis', 'tidak', 'tonton', 'episode', 'tayang', 'rugi']",bagus habis tidak tonton episode tayang rugi
856,5,1,VIDIO,vidio,vidio,vidio,vidio,['vidio'],['vidio'],['vidio'],['vidio'],vidio
857,5,1,Sangat memuaskan,sangat memuaskan,sangat memuaskan,sangat memuaskan,sangat memuaskan,"['sangat', 'memuaskan']",['memuaskan'],['memuaskan'],['muas'],muas
858,5,1,Waktu nonton terus harus ada paket pembelian jadi gak lanjut2 vidoenya jdi kesel nontonnya juga,waktu nonton terus harus ada paket pembelian jadi gak lanjut2 vidoenya jdi kesel nontonnya juga,waktu nonton terus harus ada paket pembelian jadi gak lanjut  vidoenya jdi kesel nontonnya juga,waktu nonton terus harus ada paket pembelian jadi gak lanjut  vidoenya jdi kesel nontonnya juga,waktu nonton terus harus ada paket pembelian jadi gak lanjut  vidoenya jdi kesel nontonnya juga,"['waktu', 'nonton', 'terus', 'harus', 'ada', 'paket', 'pembelian', 'jadi', 'gak', 'lanjut', 'vidoenya', 'jdi', 'kesel', 'nontonnya', 'juga']","['nonton', 'pembelian', 'tidak', 'videonya', 'jadi', 'kesal', 'nontonnya']","['nonton', 'pembelian', 'gak', 'vidoenya', 'jdi', 'kesel', 'nontonnya']","['nonton', 'beli', 'tidak', 'video', 'jadi', 'kesal', 'nontonnya']",nonton beli tidak video jadi kesal nontonnya
859,5,1,Oke,oke,oke,oke,oke,['oke'],['bagus'],['oke'],['bagus'],bagus
860,5,1,Bagus dan keren,bagus dan keren,bagus dan keren,bagus dan keren,bagus dan keren,"['bagus', 'dan', 'keren']","['bagus', 'keren']","['bagus', 'keren']","['bagus', 'keren']",bagus keren
861,5,1,Ok,ok,ok,ok,ok,['ok'],['bagus'],['ok'],['bagus'],bagus
862,5,1,Bagus banget aplikasinya,bagus banget aplikasinya,bagus banget aplikasinya,bagus banget aplikasinya,bagus banget aplikasinya,"['bagus', 'banget', 'aplikasinya']","['bagus', 'aplikasinya']","['bagus', 'aplikasinya']","['bagus', 'aplikasi']",bagus aplikasi
863,5,1,Sangatlah bagus dan penting dalam kehidupan sehari-hari agar mengetahui semua media seluruh dunia,sangatlah bagus dan penting dalam kehidupan sehari-hari agar mengetahui semua media seluruh dunia,sangatlah bagus dan penting dalam kehidupan sehari hari agar mengetahui semua media seluruh dunia,sangatlah bagus dan penting dalam kehidupan sehari hari agar mengetahui semua media seluruh dunia,sangatlah bagus dan penting dalam kehidupan sehari hari agar mengetahui semua media seluruh dunia,"['sangatlah', 'bagus', 'dan', 'penting', 'dalam', 'kehidupan', 'sehari', 'hari', 'agar', 'mengetahui', 'semua', 'media', 'seluruh', 'dunia']","['bagus', 'kehidupan', 'sehari', 'media', 'dunia']","['bagus', 'kehidupan', 'sehari', 'media', 'dunia']","['bagus', 'hidup', 'hari', 'media', 'dunia']",bagus hidup hari media dunia
864,5,1,Syukaa,syukaa,syukaa,syukaa,syukaa,['syukaa'],['suka'],['syukaa'],['suka'],suka
865,5,1,Suka banget sama aplikasi nya,suka banget sama aplikasi nya,suka banget sama aplikasi nya,suka banget sama aplikasi nya,suka banget sama aplikasi nya,"['suka', 'banget', 'sama', 'aplikasi', 'nya']","['suka', 'aplikasi']","['suka', 'aplikasi']","['suka', 'aplikasi']",suka aplikasi
866,5,1,Bagussss,bagussss,bagussss,bagussss,bagus,['bagussss'],['bagussss'],['bagussss'],['bagussss'],bagussss
867,5,1,Bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
868,5,1,bGus bgt wajib dwnd,bgus bgt wajib dwnd,bgus bgt wajib dwnd,bgus bgt wajib dwnd,bgus bgt wajib dwnd,"['bgus', 'bgt', 'wajib', 'dwnd']","['bagus', 'wajib', 'unduh']","['bgus', 'wajib', 'dwnd']","['bagus', 'wajib', 'unduh']",bagus wajib unduh
869,5,1,Mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],mantap
870,5,1,Bagusss👍,bagusss👍,bagusss👍,bagusss,bagus,['bagusss'],['bagusss'],['bagusss'],['bagusss'],bagusss
871,5,1,Like it videos,like it videos,like it videos,like it videos,like it videos,"['like', 'it', 'videos']","['suka', 'video']","['like', 'videos']","['suka', 'video']",suka video
872,5,1,Sering update terbaru,sering update terbaru,sering update terbaru,sering update terbaru,sering update terbaru,"['sering', 'update', 'terbaru']","['perbarui', 'terbaru']","['update', 'terbaru']","['baru', 'baru']",baru baru
